Date,news_count,title_compound_mean,title_compound_mediana,title_pos_mean,title_pos_mediana,title_neu_mean,title_neu_mediana,title_neg_mean,title_neg_mediana,open,close,high,low,volume,summary_compound_mean,summary_compound_mediana,summary_pos_mean,summary_mediana,summary_neu_mean,summary_neu_mediana,summary_neg_mean,summary_neg_mediana
2020-09-11,2,0.1679,0.1679,0.302,0.302,0.5229999999999999,0.5229999999999999,0.175,0.175,24.305,24.475,24.522499,24.209999,140560800.0,0.1679,0.1679,0.302,0.302,0.5229999999999999,0.5229999999999999,0.175,0.175
2020-09-10,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.6675,24.905001000000002,24.934998999999998,24.5275,152675200.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2020-09-09,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.754998999999998,24.615,24.885,24.5825,116693200.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2020-09-08,1,0.4019,0.4019,0.278,0.278,0.722,0.722,0.0,0.0,24.4,24.43,24.459999,24.157498999999998,160766400.0,0.4019,0.4019,0.278,0.278,0.722,0.722,0.0,0.0
2020-09-04,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,23.775,24.1425,23.7575,137647600.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2020-09-03,1,-0.3818,-0.3818,0.0,0.0,0.755,0.755,0.245,0.245,24.0625,23.887501,24.2225,23.8375,116876400.0,-0.3818,-0.3818,0.0,0.0,0.755,0.755,0.245,0.245
2020-09-02,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.985001,24.025,24.0725,23.8125,128960800.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2020-09-01,1,-0.1531,-0.1531,0.0,0.0,0.8490000000000001,0.8490000000000001,0.151,0.151,24.73,24.695,24.825001,24.625,120548000.0,-0.1531,-0.1531,0.0,0.0,0.8490000000000001,0.8490000000000001,0.151,0.151
2020-08-31,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.674999,24.9575,25.032498999999998,24.65,145975600.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2020-08-28,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.9575,24.8575,25.25,24.782498999999998,130808000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2020-08-27,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.815001000000002,24.665001,24.825001,24.577499,113254800.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2020-08-26,4,0.160675,0.10115,0.14200000000000002,0.121,0.81425,0.837,0.04375,0.0,24.205,24.1675,24.4925,24.105,224959200.0,0.408175,0.66215,0.11525000000000002,0.1235,0.84625,0.8360000000000001,0.03825,0.026500000000000003
2020-08-25,6,0.015100000000000008,0.0,0.03266666666666667,0.0,0.908,0.9165,0.05933333333333333,0.0,26.067498999999998,25.737499,26.0875,25.6875,369379200.0,0.1373,0.0,0.06316666666666666,0.016,0.9215,0.938,0.015333333333333332,0.0
2020-08-24,6,0.2335,0.15295,0.18183333333333332,0.17600000000000002,0.8181666666666668,0.8240000000000001,0.0,0.0,25.7075,26.084999,26.112499,25.705,159479200.0,0.2005,0.1779,0.15066666666666664,0.111,0.8378333333333333,0.889,0.011500000000000002,0.0
2020-08-21,5,0.13978000000000002,0.0,0.1288,0.171,0.7928,0.787,0.0784,0.0,26.102501,26.512501,26.5375,26.102501,152671600.0,0.26261999999999996,0.4404,0.1382,0.16699999999999998,0.8366,0.823,0.0252,0.0
2020-08-20,2,0.3119,0.3119,0.282,0.282,0.718,0.718,0.0,0.0,26.395,26.467501000000002,26.5,26.32,109634800.0,0.3119,0.3119,0.282,0.282,0.718,0.718,0.0,0.0
2020-08-19,5,0.27478,0.34,0.24379999999999996,0.255,0.699,0.7140000000000001,0.05720000000000001,0.0,26.567498999999998,26.870001000000002,26.9125,26.545,162213600.0,0.27478,0.34,0.24379999999999996,0.255,0.699,0.7140000000000001,0.05720000000000001,0.0
2020-08-18,4,-0.016700000000000007,0.0,0.0955,0.0,0.788,0.8725,0.1165,0.10550000000000001,26.879998999999998,27.092501000000002,27.092501000000002,26.790001,112148800.0,-0.016700000000000007,0.0,0.0955,0.0,0.788,0.8725,0.1165,0.10550000000000001
2020-08-17,5,0.07298,0.0,0.119,0.0,0.7811999999999999,0.7559999999999999,0.0998,0.0,27.057501000000002,27.202499,27.235001,27.002501000000002,105260800.0,0.20708,0.3612,0.1312,0.061,0.7689999999999999,0.7559999999999999,0.0998,0.0
2020-08-14,6,0.22611666666666666,0.2023,0.1708333333333333,0.231,0.8291666666666666,0.769,0.0,0.0,27.1775,27.0,27.225,26.940001000000002,96034000.0,0.22611666666666666,0.2023,0.1708333333333333,0.231,0.8291666666666666,0.769,0.0,0.0
2020-08-13,3,0.3551,0.4404,0.24900000000000003,0.326,0.751,0.674,0.0,0.0,27.129998999999998,26.9825,27.2325,26.9625,109938000.0,0.3551,0.4404,0.24900000000000003,0.326,0.751,0.674,0.0,0.0
2020-08-12,11,0.07290909090909091,0.0,0.07618181818181818,0.0,0.8956363636363637,1.0,0.028181818181818183,0.0,26.945,27.045,27.110001,26.945,74641600.0,0.014618181818181813,0.0,0.058545454545454546,0.0,0.9062727272727272,1.0,0.03518181818181819,0.0
2020-08-11,30,0.13971666666666666,0.0,0.1438333333333333,0.0,0.7881333333333334,0.7925,0.06803333333333333,0.0,27.035,27.370001000000002,27.385,27.02,103472800.0,0.14649666666666666,0.0258,0.11483333333333333,0.07450000000000001,0.8304333333333332,0.8614999999999999,0.054733333333333335,0.0
2020-08-10,113,0.0896212389380531,0.0,0.07525663716814163,0.0,0.8962035398230087,1.0,0.028530973451327435,0.0,27.407498999999998,27.344998999999998,27.557501000000002,27.3025,135177600.0,0.14507699115044242,0.0,0.07891150442477878,0.0,0.890345132743363,0.922,0.030752212389380532,0.0
2020-08-07,95,0.03613473684210527,0.0,0.09501052631578948,0.0,0.8464631578947367,0.8540000000000001,0.05852631578947368,0.0,27.275,27.305,27.342501000000002,27.084999,101424000.0,0.06673473684210526,0.0,0.08991578947368421,0.0,0.8485789473684209,0.86,0.06151578947368421,0.0
2020-08-06,91,0.019748351648351672,0.0,0.114945054945055,0.0,0.7807582417582417,0.769,0.1042747252747253,0.0,27.307501000000002,27.27,27.4,27.254998999999998,87938800.0,0.04083846153846154,0.0,0.10209890109890114,0.0,0.8025604395604398,0.815,0.09530769230769234,0.0
2020-08-05,67,0.05486268656716418,0.0,0.1035373134328358,0.0,0.8169402985074625,0.8,0.07953731343283585,0.0,27.192498999999998,27.34,27.422501,27.09,101472400.0,0.1367641791044776,0.0,0.09465671641791043,0.0,0.8467611940298505,0.852,0.05856716417910447,0.0
2020-08-04,93,0.06446989247311828,0.0,0.083752688172043,0.0,0.874311827956989,1.0,0.04192473118279571,0.0,27.215,27.127501000000002,27.275,26.9625,103280800.0,0.09933010752688175,0.0,0.08336559139784945,0.0,0.8710107526881721,0.909,0.045623655913978496,0.0
2020-08-03,72,0.10803055555555557,0.0,0.131625,0.0,0.8093194444444445,0.8460000000000001,0.059055555555555556,0.0,27.147499,27.2125,27.33,27.1325,85030800.0,0.1708402777777778,0.0,0.11894444444444445,0.023,0.8370694444444444,0.885,0.04395833333333333,0.0
2020-07-31,90,0.04808666666666667,0.0,0.08792222222222222,0.0,0.8511333333333334,0.94,0.060899999999999996,0.0,27.1425,27.0075,27.1875,26.92,94700400.0,0.07339444444444447,0.0,0.0868888888888889,0.0,0.8500666666666669,0.872,0.06301111111111113,0.0
2020-07-30,106,-0.007633018867924528,0.0,0.10150943396226415,0.0,0.7932547169811321,0.772,0.10520754716981133,0.0,26.8475,26.8925,26.969998999999998,26.67,100344800.0,0.07030377358490567,0.0,0.09825471698113214,0.063,0.8243301886792456,0.8085,0.0773867924528302,0.0
2020-07-29,91,0.0724010989010989,0.0,0.10510989010989011,0.0,0.8343186813186815,0.8059999999999999,0.06054945054945056,0.0,26.852501,26.735001,26.987499,26.577499,111065200.0,0.06261538461538461,0.0,0.09534065934065934,0.0,0.8413846153846154,0.8420000000000001,0.06325274725274725,0.0
2020-07-28,128,0.004830468749999999,0.0,0.054367187500000004,0.0,0.8935234375000001,1.0,0.05210937499999999,0.0,26.655001000000002,26.705,26.860001,26.5725,99881200.0,0.03580625000000001,0.0,0.05874218749999999,0.0,0.8881171875000001,0.942,0.053124999999999985,0.0
2020-07-27,245,-0.033132244897959184,0.0,0.0629714285714286,0.0,0.8482734693877549,0.865,0.08875102040816325,0.0,26.450001,26.5,26.625,26.375,99455600.0,-0.02838081632653062,0.0,0.06382040816326533,0.0,0.850334693877551,0.841,0.0858204081632653,0.0
2020-07-24,162,-0.0015240740740740768,0.0,0.07561111111111114,0.0,0.8483024691358023,0.8775,0.07608024691358023,0.0,26.415001,26.525,26.6425,26.41,118649600.0,0.043427160493827166,0.0,0.07931481481481481,0.0,0.857376543209877,0.8865000000000001,0.06328395061728394,0.0
2020-07-23,137,-0.021957664233576646,0.0,0.05984671532846715,0.0,0.8579854014598541,1.0,0.08216058394160586,0.0,26.535,26.682501000000002,26.700001,26.405001000000002,106806000.0,0.023416058394160593,0.0,0.06901459854014598,0.0,0.8531824817518248,0.92,0.07778102189781022,0.0
2020-07-22,154,0.024385064935064937,0.0,0.07685714285714286,0.0,0.864331168831169,0.9575,0.058831168831168824,0.0,26.924999,26.932501000000002,27.0,26.705,107210000.0,0.07147467532467533,0.0,0.07626623376623376,0.0,0.8691948051948053,0.9075,0.054512987012987,0.0
2020-07-21,78,0.041144871794871786,0.0,0.07871794871794874,0.0,0.8814487179487178,1.0,0.03983333333333333,0.0,26.975,26.924999,27.075001,26.877501000000002,107521600.0,0.12290641025641023,0.0,0.07597435897435899,0.0,0.8889102564102566,0.919,0.0351025641025641,0.0
2020-07-20,74,0.05587567567567567,0.0,0.0817972972972973,0.0,0.8800675675675675,1.0,0.03813513513513513,0.0,26.9575,27.09,27.190001000000002,26.7675,169457200.0,0.10163783783783784,0.0,0.082,0.0,0.8759324324324325,0.984,0.04206756756756757,0.0
2020-07-17,118,0.07311694915254235,0.0,0.11132203389830511,0.0,0.8303474576271187,0.837,0.05835593220338982,0.0,26.8125,26.379998999999998,26.817498999999998,26.309998999999998,212008000.0,0.13595338983050848,0.0,0.1056271186440678,0.0,0.8420847457627118,0.8565,0.05231355932203388,0.0
2020-07-16,91,0.020865934065934056,0.0,0.07682417582417585,0.0,0.8511538461538459,0.866,0.07200000000000001,0.0,26.16,25.782498999999998,26.43,25.782498999999998,186228000.0,0.08150989010989017,0.0,0.07892307692307693,0.0,0.8598241758241757,0.879,0.06121978021978022,0.0
2020-07-15,76,0.009084210526315792,0.0,0.10069736842105263,0.0,0.8071184210526317,0.7935,0.09218421052631577,0.0,25.6625,26.360001,26.43,25.6325,181171200.0,0.05703289473684212,0.0,0.09473684210526316,0.0,0.8305657894736842,0.866,0.07468421052631577,0.0
2020-07-14,95,0.08281263157894739,0.0,0.11490526315789476,0.0,0.8216631578947369,0.792,0.06340000000000001,0.0,26.877501000000002,26.987499,27.1975,26.809998999999998,248704800.0,0.09480526315789474,0.0,0.10917894736842107,0.076,0.8263052631578947,0.809,0.06450526315789475,0.0
2020-07-13,89,0.048246067415730336,0.0,0.08161797752808989,0.0,0.8594943820224721,1.0,0.0588876404494382,0.0,27.182501000000002,27.942498999999998,28.2575,27.15,443554800.0,0.1667595505617977,0.0,0.09123595505617976,0.0,0.8543370786516854,0.86,0.054426966292134824,0.0
2020-07-10,102,0.12288823529411762,0.0,0.1379607843137255,0.0,0.8015980392156863,0.784,0.060450980392156864,0.0,28.465,28.8925,28.932501000000002,28.372498999999998,359934400.0,0.1744578431372549,0.02905,0.12659803921568624,0.0935,0.820950980392157,0.8254999999999999,0.05248039215686273,0.0
2020-07-09,109,0.14591743119266054,0.0,0.142697247706422,0.0,0.8109266055045872,0.792,0.04638532110091745,0.0,28.780001000000002,28.73,29.032498999999998,28.51,319547600.0,0.18572660550458725,0.0772,0.13524770642201833,0.077,0.8208715596330276,0.8370000000000001,0.04387155963302753,0.0
2020-07-08,72,0.030866666666666667,0.0,0.07215277777777779,0.0,0.8725416666666667,0.9425,0.05530555555555556,0.0,28.797501,28.395,29.045,28.3125,188092000.0,0.09930000000000001,0.0,0.08458333333333334,0.0,0.8625972222222222,0.8555,0.05281944444444445,0.0
2020-07-07,86,0.11728488372093027,0.0,0.12356976744186048,0.0,0.8329767441860463,0.8375,0.04345348837209302,0.0,28.262501,28.3925,28.530001000000002,28.127501000000002,138057200.0,0.14387674418604654,0.0,0.11093023255813952,0.0,0.8571511627906976,0.933,0.03191860465116278,0.0
2020-07-06,76,0.011360526315789477,0.0,0.07088157894736843,0.0,0.8664736842105264,1.0,0.06263157894736841,0.0,28.4625,28.387501,28.497498999999998,28.110001,144012800.0,0.09544078947368423,0.0,0.07657894736842107,0.0,0.8768026315789473,1.0,0.04660526315789473,0.0
2020-07-02,72,0.05566666666666668,0.0,0.07894444444444443,0.0,0.8810416666666667,1.0,0.04,0.0,28.5875,28.655001000000002,28.735001,28.5,124296000.0,0.10378750000000002,0.0,0.07291666666666666,0.0,0.890625,0.954,0.036430555555555556,0.0
2020-07-01,78,0.044443589743589765,0.0,0.10510256410256409,0.0,0.8258717948717947,0.8265,0.06901282051282051,0.0,28.605,28.1775,28.6975,27.887501,209924800.0,0.07822948717948719,0.0,0.0939615384615385,0.044,0.841410256410256,0.854,0.0646025641025641,0.0
2020-06-30,55,0.052338181818181825,0.0,0.09658181818181819,0.0,0.8383090909090908,0.833,0.06510909090909092,0.0,27.91,28.219998999999998,28.3475,27.887501,119477600.0,0.10552545454545459,0.0,0.08614545454545455,0.0,0.8523090909090907,0.87,0.061545454545454556,0.0
