Date,Open,High,Low,Close,Adj Close,Volume
2020-08-17,178.240005,178.289993,171.410004,172.009995,172.009995,23352100
2020-08-18,172.009995,173.240005,169.009995,170.229996,170.229996,21488500
2020-08-19,170.440002,174.100006,169.089996,169.270004,169.270004,25601500
2020-08-20,168.539993,170.839996,165.860001,169.580002,169.580002,23213400
2020-08-21,168.350006,170.080002,167.270004,167.500000,167.500000,16912600
